index,Unnamed: 0,today,expiration,strike,optionType,spot,riskFreeRate,optionPremiumPrice,impliedVolatility,timeToExpiry
33,34,2023-07-10 09:31:00,2023-07-14,124.0,P,132.04,0.05,0.00652613,,0.00821917808219178
34,35,2023-07-10 09:31:00,2023-07-14,125.0,C,132.04,0.05,0.0,,0.00821917808219178
35,36,2023-07-10 09:31:00,2023-07-14,125.0,P,132.04,0.05,0.008113702,,0.00821917808219178
36,37,2023-07-10 09:31:00,2023-07-14,126.0,C,132.04,0.05,0.0,,0.00821917808219178
37,38,2023-07-10 09:31:00,2023-07-14,126.0,P,132.04,0.05,0.015069901,,0.00821917808219178
38,39,2023-07-10 09:31:00,2023-07-14,127.0,C,132.04,0.05,5.137744086,,0.00821917808219178
39,40,2023-07-10 09:31:00,2023-07-14,127.0,P,132.04,0.05,0.023102176,,0.00821917808219178
40,41,2023-07-10 09:31:00,2023-07-14,128.0,C,132.04,0.05,4.112181188,,0.00821917808219178
41,42,2023-07-10 09:31:00,2023-07-14,128.0,P,132.04,0.05,0.029963942,,0.00821917808219178
42,43,2023-07-10 09:31:00,2023-07-14,129.0,C,132.04,0.05,3.181142281,,0.00821917808219178
43,44,2023-07-10 09:31:00,2023-07-14,129.0,P,132.04,0.05,0.076199866,,0.00821917808219178
44,45,2023-07-10 09:31:00,2023-07-14,130.0,C,132.04,0.05,2.308397333,,0.00821917808219178
45,46,2023-07-10 09:31:00,2023-07-14,130.0,P,132.04,0.05,0.181120519,,0.00821917808219178
46,47,2023-07-10 09:31:00,2023-07-14,131.0,C,132.04,0.05,1.476141793,,0.00821917808219178
47,48,2023-07-10 09:31:00,2023-07-14,131.0,P,132.04,0.05,0.431813495,,0.00821917808219178
48,49,2023-07-10 09:31:00,2023-07-14,132.0,C,132.04,0.05,0.894835553,,0.00821917808219178
49,50,2023-07-10 09:31:00,2023-07-14,132.0,P,132.04,0.05,0.835415571,,0.00821917808219178
50,51,2023-07-10 09:31:00,2023-07-14,133.0,C,132.04,0.05,0.469942374,,0.00821917808219178
51,52,2023-07-10 09:31:00,2023-07-14,133.0,P,132.04,0.05,1.308930536,,0.00821917808219178
52,53,2023-07-10 09:31:00,2023-07-14,134.0,C,132.04,0.05,0.208243498,,0.00821917808219178
53,54,2023-07-10 09:31:00,2023-07-14,134.0,P,132.04,0.05,2.071899755,,0.00821917808219178
54,55,2023-07-10 09:31:00,2023-07-14,135.0,C,132.04,0.05,0.090168639,,0.00821917808219178
55,56,2023-07-10 09:31:00,2023-07-14,135.0,P,132.04,0.05,3.120646237,,0.00821917808219178
56,57,2023-07-10 09:31:00,2023-07-14,136.0,C,132.04,0.05,0.043187332,,0.00821917808219178
57,58,2023-07-10 09:31:00,2023-07-14,136.0,P,132.04,0.05,4.011559538,,0.00821917808219178
58,59,2023-07-10 09:31:00,2023-07-14,137.0,C,132.04,0.05,0.028292773,,0.00821917808219178
59,60,2023-07-10 09:31:00,2023-07-14,137.0,P,132.04,0.05,5.009805288,,0.00821917808219178
60,61,2023-07-10 09:31:00,2023-07-14,138.0,C,132.04,0.05,0.011494865,,0.00821917808219178
61,62,2023-07-10 09:31:00,2023-07-14,138.0,P,132.04,0.05,0.0,,0.00821917808219178
62,63,2023-07-10 09:31:00,2023-07-14,139.0,C,132.04,0.05,0.010717584,,0.00821917808219178
63,64,2023-07-10 09:31:00,2023-07-14,139.0,P,132.04,0.05,0.0,,0.00821917808219178
64,65,2023-07-10 09:31:00,2023-07-14,140.0,C,132.04,0.05,0.010124038,,0.00821917808219178
65,66,2023-07-10 09:31:00,2023-07-14,140.0,P,132.04,0.05,0.0,,0.00821917808219178
66,67,2023-07-10 09:31:00,2023-07-14,141.0,C,132.04,0.05,0.005829452,,0.00821917808219178
67,68,2023-07-10 09:31:00,2023-07-14,141.0,P,132.04,0.05,0.0,,0.00821917808219178
68,69,2023-07-10 09:31:00,2023-07-14,142.0,C,132.04,0.05,0.005560876,,0.00821917808219178
69,70,2023-07-10 09:31:00,2023-07-14,142.0,P,132.04,0.05,0.0,,0.00821917808219178
70,71,2023-07-10 09:31:00,2023-07-14,143.0,C,132.04,0.05,0.005339822,,0.00821917808219178
71,72,2023-07-10 09:31:00,2023-07-14,143.0,P,132.04,0.05,0.0,,0.00821917808219178
72,73,2023-07-10 09:31:00,2023-07-14,144.0,C,132.04,0.05,0.002160487,,0.00821917808219178
73,74,2023-07-10 09:31:00,2023-07-14,144.0,P,132.04,0.05,0.0,,0.00821917808219178
74,75,2023-07-10 09:31:00,2023-07-14,145.0,C,132.04,0.05,0.003473157,,0.00821917808219178
75,76,2023-07-10 09:31:00,2023-07-14,145.0,P,132.04,0.05,0.0,,0.00821917808219178
76,77,2023-07-10 09:31:00,2023-07-14,146.0,C,132.04,0.05,0.003366286,,0.00821917808219178
77,78,2023-07-10 09:31:00,2023-07-14,146.0,P,132.04,0.05,0.0,,0.00821917808219178
78,79,2023-07-10 09:31:00,2023-07-14,147.0,C,132.04,0.05,0.003264175,,0.00821917808219178
79,80,2023-07-10 09:31:00,2023-07-14,147.0,P,132.04,0.05,0.0,,0.00821917808219178
80,81,2023-07-10 09:31:00,2023-07-14,148.0,C,132.04,0.05,0.003180719,,0.00821917808219178
81,82,2023-07-10 09:31:00,2023-07-14,148.0,P,132.04,0.05,0.0,,0.00821917808219178
82,83,2023-07-10 09:31:00,2023-07-14,149.0,C,132.04,0.05,0.003104162,,0.00821917808219178
83,84,2023-07-10 09:31:00,2023-07-14,149.0,P,132.04,0.05,0.0,,0.00821917808219178
84,85,2023-07-10 09:31:00,2023-07-14,150.0,C,132.04,0.05,0.003032561,,0.00821917808219178
85,86,2023-07-10 09:31:00,2023-07-14,150.0,P,132.04,0.05,0.0,,0.00821917808219178
86,87,2023-07-10 09:31:00,2023-07-14,152.5,C,132.04,0.05,0.002876593,,0.00821917808219178
87,88,2023-07-10 09:31:00,2023-07-14,152.5,P,132.04,0.05,0.0,,0.00821917808219178
88,89,2023-07-10 09:31:00,2023-07-14,155.0,C,132.04,0.05,0.002752619,,0.00821917808219178
89,90,2023-07-10 09:31:00,2023-07-14,155.0,P,132.04,0.05,0.0,,0.00821917808219178
90,91,2023-07-10 09:31:00,2023-07-14,160.0,C,132.04,0.05,0.002552245,,0.00821917808219178
91,92,2023-07-10 09:31:00,2023-07-14,160.0,P,132.04,0.05,0.0,,0.00821917808219178
92,93,2023-07-10 09:31:00,2023-07-14,165.0,C,132.04,0.05,0.003476336,,0.00821917808219178
93,94,2023-07-10 09:31:00,2023-07-14,165.0,P,132.04,0.05,0.0,,0.00821917808219178
94,95,2023-07-10 09:31:00,2023-07-14,170.0,C,132.04,0.05,0.003301896,,0.00821917808219178
95,96,2023-07-10 09:31:00,2023-07-14,170.0,P,132.04,0.05,0.0,,0.00821917808219178
96,97,2023-07-10 09:31:00,2023-07-14,175.0,C,132.04,0.05,0.003160566,,0.00821917808219178
97,98,2023-07-10 09:31:00,2023-07-14,175.0,P,132.04,0.05,0.0,,0.00821917808219178
98,99,2023-07-10 09:31:00,2023-07-14,180.0,C,132.04,0.05,0.003040981,,0.00821917808219178
99,100,2023-07-10 09:31:00,2023-07-14,180.0,P,132.04,0.05,0.0,,0.00821917808219178
100,101,2023-07-10 09:31:00,2023-07-21,65.0,C,132.04,0.05,67.13418723,,0.0273972602739726
101,102,2023-07-10 09:31:00,2023-07-21,65.0,P,132.04,0.05,0.010798471,,0.0273972602739726
102,103,2023-07-10 09:31:00,2023-07-21,70.0,C,132.04,0.05,62.14510064,,0.0273972602739726
103,104,2023-07-10 09:31:00,2023-07-21,70.0,P,132.04,0.05,0.007932183,,0.0273972602739726
104,105,2023-07-10 09:31:00,2023-07-21,75.0,C,132.04,0.05,0.0,,0.0273972602739726
105,106,2023-07-10 09:31:00,2023-07-21,75.0,P,132.04,0.05,0.007963587,,0.0273972602739726
106,107,2023-07-10 09:31:00,2023-07-21,80.0,C,132.04,0.05,52.17016799,,0.0273972602739726
107,108,2023-07-10 09:31:00,2023-07-21,80.0,P,132.04,0.05,0.007951498,,0.0273972602739726
108,109,2023-07-10 09:31:00,2023-07-21,85.0,C,132.04,0.05,0.0,,0.0273972602739726
109,110,2023-07-10 09:31:00,2023-07-21,85.0,P,132.04,0.05,0.007986221,,0.0273972602739726
110,111,2023-07-10 09:31:00,2023-07-21,90.0,C,132.04,0.05,42.18969359,,0.0273972602739726
111,112,2023-07-10 09:31:00,2023-07-21,90.0,P,132.04,0.05,0.008010536,,0.0273972602739726
112,113,2023-07-10 09:31:00,2023-07-21,95.0,C,132.04,0.05,37.20775069,,0.0273972602739726
113,114,2023-07-10 09:31:00,2023-07-21,95.0,P,132.04,0.05,0.011008705,,0.0273972602739726
114,115,2023-07-10 09:31:00,2023-07-21,100.0,C,132.04,0.05,32.20947459,,0.0273972602739726
115,116,2023-07-10 09:31:00,2023-07-21,100.0,P,132.04,0.05,0.005184943,,0.0273972602739726
116,117,2023-07-10 09:31:00,2023-07-21,105.0,C,132.04,0.05,0.0,,0.0273972602739726
117,118,2023-07-10 09:31:00,2023-07-21,105.0,P,132.04,0.05,0.017267573,,0.0273972602739726
118,119,2023-07-10 09:31:00,2023-07-21,110.0,C,132.04,0.05,22.24681081,,0.0273972602739726
119,120,2023-07-10 09:31:00,2023-07-21,110.0,P,132.04,0.05,0.030317319,,0.0273972602739726
120,121,2023-07-10 09:31:00,2023-07-21,115.0,C,132.04,0.05,17.59851152,,0.0273972602739726
121,122,2023-07-10 09:31:00,2023-07-21,115.0,P,132.04,0.05,0.05448531,,0.0273972602739726
122,123,2023-07-10 09:31:00,2023-07-21,116.0,C,132.04,0.05,16.64063482,,0.0273972602739726
123,124,2023-07-10 09:31:00,2023-07-21,116.0,P,132.04,0.05,0.061672645,,0.0273972602739726
124,125,2023-07-10 09:31:00,2023-07-21,117.0,C,132.04,0.05,15.63428262,,0.0273972602739726
125,126,2023-07-10 09:31:00,2023-07-21,117.0,P,132.04,0.05,0.068952266,,0.0273972602739726
126,127,2023-07-10 09:31:00,2023-07-21,118.0,C,132.04,0.05,14.66379016,,0.0273972602739726
127,128,2023-07-10 09:31:00,2023-07-21,118.0,P,132.04,0.05,0.083470748,,0.0273972602739726
128,129,2023-07-10 09:31:00,2023-07-21,119.0,C,132.04,0.05,13.67838468,,0.0273972602739726
129,130,2023-07-10 09:31:00,2023-07-21,119.0,P,132.04,0.05,0.09835863,,0.0273972602739726
130,131,2023-07-10 09:31:00,2023-07-21,120.0,C,132.04,0.05,12.36151276,,0.0273972602739726
131,132,2023-07-10 09:31:00,2023-07-21,120.0,P,132.04,0.05,0.117231049,,0.0273972602739726
132,133,2023-07-10 09:31:00,2023-07-21,121.0,C,132.04,0.05,11.40104358,,0.0273972602739726
133,134,2023-07-10 09:31:00,2023-07-21,121.0,P,132.04,0.05,0.144118551,,0.0273972602739726
134,135,2023-07-10 09:31:00,2023-07-21,122.0,C,132.04,0.05,10.44163756,,0.0273972602739726
135,136,2023-07-10 09:31:00,2023-07-21,122.0,P,132.04,0.05,0.187430551,,0.0273972602739726
136,137,2023-07-10 09:31:00,2023-07-21,123.0,C,132.04,0.05,9.523680623,,0.0273972602739726
137,138,2023-07-10 09:31:00,2023-07-21,123.0,P,132.04,0.05,0.247549286,,0.0273972602739726
138,139,2023-07-10 09:31:00,2023-07-21,124.0,C,132.04,0.05,8.600888352,,0.0273972602739726
139,140,2023-07-10 09:31:00,2023-07-21,124.0,P,132.04,0.05,0.335366418,,0.0273972602739726
140,141,2023-07-10 09:31:00,2023-07-21,125.0,C,132.04,0.05,7.715421773,,0.0273972602739726
141,142,2023-07-10 09:31:00,2023-07-21,125.0,P,132.04,0.05,0.505272568,,0.0273972602739726
142,143,2023-07-10 09:31:00,2023-07-21,126.0,C,132.04,0.05,6.868883287,,0.0273972602739726
143,144,2023-07-10 09:31:00,2023-07-21,126.0,P,132.04,0.05,0.586759221,,0.0273972602739726
144,145,2023-07-10 09:31:00,2023-07-21,127.0,C,132.04,0.05,6.041140778,,0.0273972602739726
145,146,2023-07-10 09:31:00,2023-07-21,127.0,P,132.04,0.05,0.783547343,,0.0273972602739726
146,147,2023-07-10 09:31:00,2023-07-21,128.0,C,132.04,0.05,5.298400944,,0.0273972602739726
147,148,2023-07-10 09:31:00,2023-07-21,128.0,P,132.04,0.05,1.016675725,,0.0273972602739726
148,149,2023-07-10 09:31:00,2023-07-21,129.0,C,132.04,0.05,4.456995223,,0.0273972602739726
149,150,2023-07-10 09:31:00,2023-07-21,129.0,P,132.04,0.05,1.295842321,,0.0273972602739726
150,151,2023-07-10 09:31:00,2023-07-21,130.0,C,132.04,0.05,3.855974988,,0.0273972602739726
151,152,2023-07-10 09:31:00,2023-07-21,130.0,P,132.04,0.05,1.615190794,,0.0273972602739726
152,153,2023-07-10 09:31:00,2023-07-21,131.0,C,132.04,0.05,3.308650002,,0.0273972602739726
153,154,2023-07-10 09:31:00,2023-07-21,131.0,P,132.04,0.05,2.093586665,,0.0273972602739726
154,155,2023-07-10 09:31:00,2023-07-21,132.0,C,132.04,0.05,2.759038146,,0.0273972602739726
155,156,2023-07-10 09:31:00,2023-07-21,132.0,P,132.04,0.05,2.475670227,,0.0273972602739726
156,157,2023-07-10 09:31:00,2023-07-21,133.0,C,132.04,0.05,2.277691193,,0.0273972602739726
157,158,2023-07-10 09:31:00,2023-07-21,133.0,P,132.04,0.05,2.999198291,,0.0273972602739726
158,159,2023-07-10 09:31:00,2023-07-21,134.0,C,132.04,0.05,1.944624381,,0.0273972602739726
159,160,2023-07-10 09:31:00,2023-07-21,134.0,P,132.04,0.05,3.775536941,,0.0273972602739726
160,161,2023-07-10 09:31:00,2023-07-21,135.0,C,132.04,0.05,1.49510864,,0.0273972602739726
161,162,2023-07-10 09:31:00,2023-07-21,135.0,P,132.04,0.05,4.184183917,,0.0273972602739726
162,163,2023-07-10 09:31:00,2023-07-21,136.0,C,132.04,0.05,1.249911479,,0.0273972602739726
163,164,2023-07-10 09:31:00,2023-07-21,136.0,P,132.04,0.05,4.869704371,,0.0273972602739726
164,165,2023-07-10 09:31:00,2023-07-21,137.0,C,132.04,0.05,0.921137368,,0.0273972602739726
165,166,2023-07-10 09:31:00,2023-07-21,137.0,P,132.04,0.05,5.662179311,,0.0273972602739726
166,167,2023-07-10 09:31:00,2023-07-21,138.0,C,132.04,0.05,0.710360421,,0.0273972602739726
167,168,2023-07-10 09:31:00,2023-07-21,138.0,P,132.04,0.05,6.384464901,,0.0273972602739726
168,169,2023-07-10 09:31:00,2023-07-21,139.0,C,132.04,0.05,0.550512127,,0.0273972602739726
169,170,2023-07-10 09:31:00,2023-07-21,139.0,P,132.04,0.05,7.204126741,,0.0273972602739726
170,171,2023-07-10 09:31:00,2023-07-21,140.0,C,132.04,0.05,0.408180683,,0.0273972602739726
171,172,2023-07-10 09:31:00,2023-07-21,140.0,P,132.04,0.05,8.047003559,,0.0273972602739726
172,173,2023-07-10 09:31:00,2023-07-21,141.0,C,132.04,0.05,0.318794013,,0.0273972602739726
173,174,2023-07-10 09:31:00,2023-07-21,141.0,P,132.04,0.05,8.934087398,,0.0273972602739726
174,175,2023-07-10 09:31:00,2023-07-21,142.0,C,132.04,0.05,0.244886733,,0.0273972602739726
175,176,2023-07-10 09:31:00,2023-07-21,142.0,P,132.04,0.05,9.900175104,,0.0273972602739726
176,177,2023-07-10 09:31:00,2023-07-21,143.0,C,132.04,0.05,0.193917297,,0.0273972602739726
177,178,2023-07-10 09:31:00,2023-07-21,143.0,P,132.04,0.05,0.0,,0.0273972602739726
178,179,2023-07-10 09:31:00,2023-07-21,144.0,C,132.04,0.05,0.154199625,,0.0273972602739726
179,180,2023-07-10 09:31:00,2023-07-21,144.0,P,132.04,0.05,12.32242841,,0.0273972602739726
180,181,2023-07-10 09:31:00,2023-07-21,145.0,C,132.04,0.05,0.13596501,,0.0273972602739726
181,182,2023-07-10 09:31:00,2023-07-21,145.0,P,132.04,0.05,13.29348123,,0.0273972602739726
182,183,2023-07-10 09:31:00,2023-07-21,146.0,C,132.04,0.05,0.097600045,,0.0273972602739726
183,184,2023-07-10 09:31:00,2023-07-21,146.0,P,132.04,0.05,14.37330052,,0.0273972602739726
184,185,2023-07-10 09:31:00,2023-07-21,147.0,C,132.04,0.05,0.080436985,,0.0273972602739726
185,186,2023-07-10 09:31:00,2023-07-21,147.0,P,132.04,0.05,15.2841339,,0.0273972602739726
186,187,2023-07-10 09:31:00,2023-07-21,148.0,C,132.04,0.05,0.063822096,,0.0273972602739726
187,188,2023-07-10 09:31:00,2023-07-21,148.0,P,132.04,0.05,16.29471004,,0.0273972602739726
188,189,2023-07-10 09:31:00,2023-07-21,149.0,C,132.04,0.05,0.04767534,,0.0273972602739726
189,190,2023-07-10 09:31:00,2023-07-21,149.0,P,132.04,0.05,17.29062348,,0.0273972602739726
190,191,2023-07-10 09:31:00,2023-07-21,150.0,C,132.04,0.05,0.047345323,,0.0273972602739726
191,192,2023-07-10 09:31:00,2023-07-21,150.0,P,132.04,0.05,18.29477273,,0.0273972602739726
192,193,2023-07-10 09:31:00,2023-07-21,152.5,C,132.04,0.05,0.031467722,,0.0273972602739726
193,194,2023-07-10 09:31:00,2023-07-21,152.5,P,132.04,0.05,20.77734942,,0.0273972602739726
194,195,2023-07-10 09:31:00,2023-07-21,155.0,C,132.04,0.05,0.023725215,,0.0273972602739726
195,196,2023-07-10 09:31:00,2023-07-21,155.0,P,132.04,0.05,0.0,,0.0273972602739726
196,197,2023-07-10 09:31:00,2023-07-21,160.0,C,132.04,0.05,0.026673162,,0.0273972602739726
197,198,2023-07-10 09:31:00,2023-07-21,160.0,P,132.04,0.05,0.0,,0.0273972602739726
198,199,2023-07-10 09:31:00,2023-07-21,165.0,C,132.04,0.05,0.012474044,,0.0273972602739726
199,200,2023-07-10 09:31:00,2023-07-21,165.0,P,132.04,0.05,0.0,,0.0273972602739726
200,201,2023-07-10 09:31:00,2023-07-21,170.0,C,132.04,0.05,0.012239654,,0.0273972602739726
201,202,2023-07-10 09:31:00,2023-07-21,170.0,P,132.04,0.05,0.0,,0.0273972602739726
202,203,2023-07-10 09:31:00,2023-07-21,175.0,C,132.04,0.05,0.008870847,,0.0273972602739726
203,204,2023-07-10 09:31:00,2023-07-21,175.0,P,132.04,0.05,0.0,,0.0273972602739726
204,205,2023-07-10 09:31:00,2023-07-21,180.0,C,132.04,0.05,0.008752129,,0.0273972602739726
205,206,2023-07-10 09:31:00,2023-07-21,180.0,P,132.04,0.05,0.0,,0.0273972602739726
206,207,2023-07-10 09:31:00,2023-07-21,185.0,C,132.04,0.05,0.008650275,,0.0273972602739726
207,208,2023-07-10 09:31:00,2023-07-21,185.0,P,132.04,0.05,0.0,,0.0273972602739726
208,209,2023-07-10 09:31:00,2023-07-21,190.0,C,132.04,0.05,0.008567917,,0.0273972602739726
209,210,2023-07-10 09:31:00,2023-07-21,190.0,P,132.04,0.05,0.0,,0.0273972602739726
210,211,2023-07-10 09:31:00,2023-07-21,195.0,C,132.04,0.05,0.00848516,,0.0273972602739726
211,212,2023-07-10 09:31:00,2023-07-21,195.0,P,132.04,0.05,62.84056474,,0.0273972602739726
212,213,2023-07-10 09:31:00,2023-07-21,200.0,C,132.04,0.05,0.008411858,,0.0273972602739726
213,214,2023-07-10 09:31:00,2023-07-21,200.0,P,132.04,0.05,0.0,,0.0273972602739726
214,215,2023-07-10 09:31:00,2023-07-21,205.0,C,132.04,0.05,0.008357505,,0.0273972602739726
215,216,2023-07-10 09:31:00,2023-07-21,205.0,P,132.04,0.05,0.0,,0.0273972602739726
216,217,2023-07-10 09:31:00,2023-07-21,210.0,C,132.04,0.05,0.008299099,,0.0273972602739726
217,218,2023-07-10 09:31:00,2023-07-21,210.0,P,132.04,0.05,0.0,,0.0273972602739726
218,219,2023-07-10 09:31:00,2023-07-21,215.0,C,132.04,0.05,0.008239015,,0.0273972602739726
219,220,2023-07-10 09:31:00,2023-07-21,215.0,P,132.04,0.05,0.0,,0.0273972602739726
220,221,2023-07-10 09:31:00,2023-07-21,220.0,C,132.04,0.05,0.011155862,,0.0273972602739726
221,222,2023-07-10 09:31:00,2023-07-21,220.0,P,132.04,0.05,0.0,,0.0273972602739726
222,223,2023-07-10 09:31:00,2023-07-28,80.0,C,132.04,0.05,0.0,,0.04657534246575343
223,224,2023-07-10 09:31:00,2023-07-28,80.0,P,132.04,0.05,0.029055632,,0.04657534246575343
224,225,2023-07-10 09:31:00,2023-07-28,85.0,C,132.04,0.05,47.2872683,,0.04657534246575343
225,226,2023-07-10 09:31:00,2023-07-28,85.0,P,132.04,0.05,0.071991189,,0.04657534246575343
226,227,2023-07-10 09:31:00,2023-07-28,90.0,C,132.04,0.05,0.0,,0.04657534246575343
227,228,2023-07-10 09:31:00,2023-07-28,90.0,P,132.04,0.05,0.032909942,,0.04657534246575343
228,229,2023-07-10 09:31:00,2023-07-28,95.0,C,132.04,0.05,0.0,,0.04657534246575343
229,230,2023-07-10 09:31:00,2023-07-28,95.0,P,132.04,0.05,0.076187499,,0.04657534246575343
230,231,2023-07-10 09:31:00,2023-07-28,100.0,C,132.04,0.05,32.34281849,,0.04657534246575343
231,232,2023-07-10 09:31:00,2023-07-28,100.0,P,132.04,0.05,0.036800241,,0.04657534246575343
232,233,2023-07-10 09:31:00,2023-07-28,105.0,C,132.04,0.05,0.0,,0.04657534246575343
233,234,2023-07-10 09:31:00,2023-07-28,105.0,P,132.04,0.05,0.040740207,,0.04657534246575343
234,235,2023-07-10 09:31:00,2023-07-28,110.0,C,132.04,0.05,22.3931298,,0.04657534246575343
235,236,2023-07-10 09:31:00,2023-07-28,110.0,P,132.04,0.05,0.04457309,,0.04657534246575343
236,237,2023-07-10 09:31:00,2023-07-28,115.0,C,132.04,0.05,17.3939921,,0.04657534246575343
237,238,2023-07-10 09:31:00,2023-07-28,115.0,P,132.04,0.05,0.07953111,,0.04657534246575343
238,239,2023-07-10 09:31:00,2023-07-28,118.0,C,132.04,0.05,14.46915412,,0.04657534246575343
239,240,2023-07-10 09:31:00,2023-07-28,118.0,P,132.04,0.05,0.144718653,,0.04657534246575343
240,241,2023-07-10 09:31:00,2023-07-28,119.0,C,132.04,0.05,13.54037132,,0.04657534246575343
241,242,2023-07-10 09:31:00,2023-07-28,119.0,P,132.04,0.05,0.178100615,,0.04657534246575343
242,243,2023-07-10 09:31:00,2023-07-28,120.0,C,132.04,0.05,12.58318542,,0.04657534246575343
243,244,2023-07-10 09:31:00,2023-07-28,120.0,P,132.04,0.05,0.216052445,,0.04657534246575343
244,245,2023-07-10 09:31:00,2023-07-28,121.0,C,132.04,0.05,11.64826876,,0.04657534246575343
245,246,2023-07-10 09:31:00,2023-07-28,121.0,P,132.04,0.05,0.258446719,,0.04657534246575343
246,247,2023-07-10 09:31:00,2023-07-28,122.0,C,132.04,0.05,10.71428737,,0.04657534246575343
247,248,2023-07-10 09:31:00,2023-07-28,122.0,P,132.04,0.05,0.319026067,,0.04657534246575343
248,249,2023-07-10 09:31:00,2023-07-28,123.0,C,132.04,0.05,9.802947491,,0.04657534246575343
249,250,2023-07-10 09:31:00,2023-07-28,123.0,P,132.04,0.05,0.401484178,,0.04657534246575343
250,251,2023-07-10 09:31:00,2023-07-28,124.0,C,132.04,0.05,8.914440517,,0.04657534246575343
251,252,2023-07-10 09:31:00,2023-07-28,124.0,P,132.04,0.05,0.51183144,,0.04657534246575343
252,253,2023-07-10 09:31:00,2023-07-28,125.0,C,132.04,0.05,8.050340062,,0.04657534246575343
253,254,2023-07-10 09:31:00,2023-07-28,125.0,P,132.04,0.05,0.646560144,,0.04657534246575343
254,255,2023-07-10 09:31:00,2023-07-28,126.0,C,132.04,0.05,7.23405538,,0.04657534246575343
255,256,2023-07-10 09:31:00,2023-07-28,126.0,P,132.04,0.05,0.814113953,,0.04657534246575343
256,257,2023-07-10 09:31:00,2023-07-28,127.0,C,132.04,0.05,6.372698959,,0.04657534246575343
257,258,2023-07-10 09:31:00,2023-07-28,127.0,P,132.04,0.05,1.025241498,,0.04657534246575343
