TICKER,ISIN,COUNTRY_OF_PRIMARY_MARKET,TRADING_COUNTRY,TRADING_CURRENCY,IS_COMPOSITE
0OLD,DE000A1EWWW0,DE,GB,EUR,Y
ESL,FR0000121667,FR,DE,EUR,N
VNA,DE000A1ML7J1,DE,DE,EUR,N
RMSp,FR0000052292,FR,GB,EUR,N
FLTRi,IE00BWT6H894,GB,GB,EUR,N
SAFp,FR0000073272,FR,DE,EUR,N
DTEGF,DE0005557508,DE,US,USD,N
DAN,FR0000120644,FR,CH,CHF,Y
BBVXFn,ES0113211835,ES,,USD,N
ASME,NL0010273215,NL,CH,CHF,N
CRHl,IE0001827041,GB,GB,GBP,N
VOW3,DE0007664039,DE,DE,EUR,N
PHIAa,NL0000009538,NL,GB,EUR,N
TOTB,FR0000120271,FR,DE,EUR,N
PHI1,NL0000009538,NL,DE,EUR,Y
BNp,FR0000120644,FR,,EUR,N
CS,FR0000120628,FR,CH,CHF,N
STLAm,NL00150001Q9,IT,GB,EUR,N
TOTB,FR0000120271,FR,DE,EUR,N
MUV2d,DE0008430026,DE,GB,EUR,N
ALV,DE0008404005,DE,DE,EUR,N
SIE,DE0007236101,DE,DE,EUR,N
MOH,FR0000121014,FR,DE,EUR,N
DG,FR0000125486,FR,FR,EUR,N
AHOG,NL0011794037,NL,DE,EUR,N
BBVAe,ES0113211835,ES,GB,EUR,N
DB1,DE0005810055,DE,DE,EUR,N
PHI1,NL0000009538,NL,DE,EUR,N
STLA,NL00150001Q9,IT,US,USD,N
STD,ES0113900J37,ES,AR,ARS,Y
AIQUF,FR0000120073,FR,US,USD,N
BNPQF,FR0000131104,FR,US,USD,N
VNNVF,DE000A1ML7J1,DE,US,USD,N
KNEBVh,FI0009013403,FI,GB,EUR,N
SIEd,DE0007236101,DE,GB,EUR,N
STLA,NL00150001Q9,IT,US,USD,N
RI,FR0000120693,FR,FR,EUR,N
ENL,IT0003128367,IT,DE,EUR,N
IES,IT0000072618,IT,DE,EUR,N
RMS,FR0000052292,FR,FR,EUR,N
AXA,FR0000120628,FR,DE,EUR,N
PER,FR0000120693,FR,DE,EUR,N
ITXe,ES0148396007,ES,GB,EUR,N
LOR,FR0000120321,FR,DE,EUR,Y
PHI1,NL0000009538,NL,DE,EUR,N
0NWV,FR0000121972,FR,GB,EUR,N
DPSTF,DE0005552004,DE,US,USD,N
BAYN,DE000BAY0017,DE,DE,EUR,N
IFX,DE0006231004,DE,DE,EUR,N
AHOG,NL0011794037,NL,DE,EUR,N
AXA,FR0000120628,FR,DE,EUR,N
SAP,DE0007164600,DE,IT,EUR,N
ISPm,IT0000072618,IT,DE,EUR,N
ABIb,BE0974293251,BE,NL,EUR,N
AIR,NL0000235190,FR,DE,EUR,N
KERp,FR0000121485,FR,GB,EUR,N
GPDNFn,FR0000120644,FR,,USD,N
ALV,DE0008404005,DE,CH,CHF,N
BAYN,DE000BAY0017,DE,DE,EUR,N
IES,IT0000072618,IT,DE,EUR,N
STLA,NL00150001Q9,IT,US,USD,N
DDAIF,DE0007100000,DE,US,USD,Y
VOW3d,DE0007664039,DE,GB,EUR,N
IDEXFn,ES0148396007,ES,,USD,N
LVMHF,FR0000121014,FR,US,USD,N
DAI,DE0007100000,DE,CH,CHF,N
ADS,DE000A1EWWW0,DE,DE,EUR,N
ENEL,IT0003128367,IT,CH,CHF,N
IFNNF,DE0006231004,DE,US,USD,N
DPW,DE0005552004,DE,DE,EUR,N
MC,FR0000121014,FR,FR,EUR,N
ESLOFn,FR0000121667,FR,,USD,N
VW-V,DE0007664039,DE,CH,CHF,Y
ENEL,IT0003128367,IT,IT,EUR,N
ENI,IT0003132476,IT,IT,EUR,N
BN,FR0000120644,FR,RO,RON,N
0QB8,NL0010273215,NL,GB,EUR,Y
ANH,BE0974293251,BE,ZA,ZAR,N
BAS,DE000BASF111,DE,DE,EUR,N
SND,FR0000121972,FR,DE,EUR,N
ORp,FR0000120321,FR,GB,EUR,N
ALV,DE0008404005,DE,CH,CHF,N
PHIAa,NL0000009538,NL,GB,EUR,N
CSp,FR0000120628,FR,GB,EUR,N
MUV2d,DE0008430026,DE,GB,EUR,N
IDEXF,ES0148396007,ES,US,USD,N
CRHl,IE0001827041,GB,GB,GBP,N
PP,FR0000121485,FR,IT,EUR,N
STLA,NL00150001Q9,IT,US,USD,N
ISP,IT0000072618,IT,IT,EUR,N
DTE,DE0005557508,DE,DE,EUR,N
IFXd,DE0006231004,DE,GB,EUR,N
IBE,ES0144580Y14,ES,ES,EUR,Y
BAS,DE000BASF111,DE,DE,EUR,N
BAYNd,DE000BAY0017,DE,GB,EUR,N
SGEF-U,FR0000125486,FR,IT,EUR,N
ADa,NL0011794037,NL,DE,EUR,N
ISP,IT0000072618,IT,CH,CHF,Y
0O59,FR0000120578,FR,GB,EUR,Y
IES,IT0000072618,IT,DE,EUR,N
ENL,IT0003128367,IT,DE,EUR,N
SAFRF,FR0000073272,FR,US,USD,N
BAS,DE000BASF111,DE,CH,CHF,N
KNEBV,FI0009013403,FI,CH,CHF,Y
ITXe,ES0148396007,ES,GB,EUR,N
BAYN,DE000BAY0017,DE,DE,EUR,Y
BSD2,ES0113900J37,ES,DE,EUR,N
ENELm,IT0003128367,IT,GB,EUR,N
TTE,FR0000120271,FR,FR,EUR,N
IFX,DE0006231004,DE,DE,EUR,N
ENLd,IT0003128367,IT,GB,EUR,N
DBOEF,DE0005810055,DE,US,USD,Y
BAYN,DE000BAY0017,DE,DE,EUR,N
SANT,ES0113900J37,ES,IT,EUR,N
STLAp,NL00150001Q9,IT,GB,EUR,N
DGp,FR0000125486,FR,DE,EUR,N
SQU,FR0000125486,FR,DE,EUR,N
1NBA,BE0974293251,BE,DE,EUR,N
HMI,FR0000052292,FR,DE,EUR,N
ENI,IT0003132476,IT,DE,EUR,N
0QWI,ES0148396007,ES,GB,EUR,Y
MUV2,DE0008430026,DE,IT,EUR,N
0KVV,NL0000235190,FR,GB,EUR,N
PHI1,NL0000009538,NL,DE,EUR,N
SIE,DE0007236101,DE,DE,EUR,Y
AHa,NL0011794037,NL,NL,EUR,N
PPX,FR0000121485,FR,DE,EUR,N
EADSF,NL0000235190,FR,US,USD,N
TTEp,FR0000120271,FR,GB,EUR,N
BANCOBILBAO,ES0113211835,ES,HU,HUF,N
BSN,FR0000120644,FR,DE,EUR,N
DB1,DE0005810055,DE,DE,EUR,N
BNP,FR0000131104,FR,DE,EUR,N
ASML,NL0010273215,NL,CH,CHF,N
SIE,DE0007236101,DE,RO,RON,Y
0IIH,FR0000121485,FR,GB,EUR,N
SIE,DE0007236101,DE,DE,EUR,N
ADSd,DE000A1EWWW0,DE,GB,EUR,N
FPp,FR0000120271,FR,NL,EUR,N
MOH,FR0000121014,FR,DE,EUR,N
ADIDAS,DE000A1EWWW0,DE,HU,HUF,N
CSp,FR0000120628,FR,,EUR,N
PDRDF,FR0000120693,FR,US,USD,Y
HMI,FR0000052292,FR,DE,EUR,N
0NXX,DE0007100000,DE,GB,EUR,N
EAD-U,NL0000235190,FR,IT,EUR,N
IBE1,ES0144580Y14,ES,DE,EUR,N
OR,FR0000120321,FR,IT,EUR,N
BOY,ES0113211835,ES,DE,EUR,Y
ASME,NL0010273215,NL,DE,EUR,N
STLA,NL00150001Q9,IT,US,USD,N
LRLCF,FR0000120321,FR,US,USD,Y
BOY,ES0113211835,ES,DE,EUR,N
VNA,DE000A1ML7J1,DE,DE,EUR,N
BSN,FR0000120644,FR,DE,EUR,Y
DTEd,DE0005557508,DE,GB,EUR,N
BFFAF,DE000BASF111,DE,US,USD,N
ENI,IT0003132476,IT,DE,EUR,Y
SIEd,DE0007236101,DE,DE,EUR,N
IES,IT0000072618,IT,DE,EUR,Y
ALV,DE0008404005,DE,IT,EUR,N
ESL,FR0000121667,FR,DE,EUR,N
AIR,NL0000235190,FR,CH,CHF,N
SAP,DE0007164600,DE,DE,EUR,N
BNP,FR0000131104,FR,DE,EUR,N
IXD1,ES0148396007,ES,DE,EUR,N
ITX,ES0148396007,ES,ES,EUR,N
AIL,FR0000120073,FR,DE,EUR,N
0MPH,DE0005557508,DE,GB,EUR,Y
0NXX,DE0007100000,DE,GB,EUR,Y
INGAa,NL0011821202,NL,GB,EUR,N
PPX,FR0000121485,FR,DE,EUR,N
SAFp,FR0000073272,FR,GB,EUR,N
MCp,FR0000121014,FR,GB,EUR,N
DPW,DE0005552004,DE,DE,EUR,N
STLA,NL00150001Q9,DE,US,USD,Y
BSN,FR0000120644,FR,DE,EUR,N
ENId,IT0003132476,IT,,EUR,N
BAY,DE000BAY0017,DE,ES,EUR,N
ENLd,IT0003128367,IT,,EUR,N
ABIb,BE0974293251,BE,GB,EUR,N
0NWV,FR0000121972,FR,GB,EUR,Y
0P6S,DE000BAY0017,DE,GB,EUR,Y
0IU8,FR0000073272,FR,GB,EUR,Y
TOTB,FR0000120271,FR,DE,EUR,N
CRGi,IE0001827041,GB,GB,EUR,N
0IU8,FR0000073272,FR,GB,EUR,N
IBEe,ES0144580Y14,ES,DE,EUR,N
TOT,FR0000120271,FR,IT,EUR,N
0O0U,DE0005190003,DE,GB,EUR,Y
SIE,DE0007236101,DE,RO,RON,N
VNA,DE000A1ML7J1,DE,DE,EUR,N
SQU,FR0000125486,FR,DE,EUR,N
0II2,FI0009013403,FI,GB,EUR,Y
SNW,FR0000120578,FR,DE,EUR,N
CRG,IE0001827041,GB,DE,EUR,N
BAYN,DE000BAY0017,DE,DE,EUR,N
PPX,FR0000121485,FR,DE,EUR,Y
ENIm,IT0003132476,IT,,EUR,N
AHODFn,NL0011794037,NL,,USD,N
BNP,FR0000131104,FR,DE,EUR,N
IBEe,ES0144580Y14,ES,,EUR,N
SAFRFn,FR0000073272,FR,,USD,N
LOR,FR0000120321,FR,DE,EUR,N
0QFT,DE000A1ML7J1,DE,GB,EUR,N
SQU,FR0000125486,FR,DE,EUR,Y
IBE-U,ES0144580Y14,ES,IT,EUR,N
IITSF,IT0000072618,IT,US,USD,N
BAMXFn,DE0005190003,DE,,USD,N
ENL,IT0003128367,IT,DE,EUR,N
IBE1,ES0144580Y14,ES,DE,EUR,N
SAFp,FR0000073272,FR,,EUR,N
CSp,FR0000120628,FR,GB,EUR,N
BNp,FR0000120644,FR,GB,EUR,N
SAP,DE0007164600,DE,IT,EUR,N
BASd,DE000BASF111,DE,DE,EUR,N
CRHl,IE0001827041,GB,GB,GBP,N
CRHl,IE0001827041,GB,GB,GBP,N
KC4,FI0009013403,FI,DE,EUR,N
BNCl,ES0113900J37,ES,GB,GBP,N
AIRp,NL0000235190,FR,GB,EUR,N
VOW3,DE0007664039,DE,DE,EUR,N
PHI1,NL0000009538,NL,DE,EUR,N
SND,FR0000121972,FR,DE,EUR,N
BAS,DE000BASF111,DE,DE,EUR,N
VOW3d,DE0007664039,DE,GB,EUR,N
AXAHFn,FR0000120628,FR,,USD,N
PPRUFn,FR0000121485,FR,,USD,N
SIE,DE0007236101,DE,DE,EUR,N
ALIZF,DE0008404005,DE,US,USD,N
MBGd,DE0007100000,DE,GB,EUR,N
DP-U,DE0005552004,DE,IT,EUR,N
SAPd,DE0007164600,DE,,EUR,N
VOW3,DE0007664039,DE,DE,EUR,N
BAYN,DE000BAY0017,DE,DE,EUR,N
ESL,FR0000121667,FR,DE,EUR,N
BBVAe,ES0113211835,ES,GB,EUR,N
KERp,FR0000121485,FR,GB,EUR,N
ORp,FR0000120321,FR,GB,EUR,N
0NZM,FR0000120321,FR,GB,EUR,N
0NQM,FR0000125486,FR,GB,EUR,N
STLAm,NL00150001Q9,IT,GB,EUR,N
MOH,FR0000121014,FR,DE,EUR,N
BMW,DE0005190003,DE,DE,EUR,N
BBVAe,ES0113211835,ES,GB,EUR,N
INN1,NL0011821202,NL,DE,EUR,N
SBGSFn,FR0000121972,FR,,USD,N
BSD2,ES0113900J37,ES,DE,EUR,N
SNE,FR0000121972,FR,CH,CHF,Y
BNP,FR0000131104,FR,CH,CHF,N
INN1,NL0011821202,NL,DE,EUR,N
LOR,FR0000120321,FR,DE,EUR,N
PHI1,NL0000009538,NL,DE,EUR,N
DAINn,DE0007100000,DE,,MXN,N
DB1,DE0005810055,DE,CH,CHF,Y
0NWF,FR0000120073,FR,GB,EUR,N
SIE,DE0007236101,DE,DE,EUR,N
BMWd,DE0005190003,DE,GB,EUR,N
PHI1,NL0000009538,NL,DE,EUR,N
BNp,FR0000120644,FR,GB,EUR,N
0HAU,FR0000121014,FR,GB,EUR,Y
PHI1,NL0000009538,NL,DE,EUR,N
DPW,DE0005552004,DE,DE,EUR,Y
DPW,DE0005552004,DE,DE,EUR,N
ESL,FR0000121667,FR,DE,EUR,N
BBV,ES0113211835,ES,BE,EUR,N
AHOG,NL0011794037,NL,DE,EUR,N
PPX,FR0000121485,FR,DE,EUR,N
DTE,DE0005557508,DE,DE,EUR,N
IES,IT0000072618,IT,DE,EUR,N
0NRE,IT0003128367,IT,GB,EUR,N
FLTR,IE00BWT6H894,GB,GB,GBP,N
ESLOF,FR0000121667,FR,US,USD,Y
ENL,IT0003128367,IT,DE,EUR,N
0RJI,BE0974293251,BE,GB,EUR,N
BAYN,DE000BAY0017,DE,RO,RON,N
DTEd,DE0005557508,DE,GB,EUR,N
CRG,IE0001827041,GB,DE,EUR,Y
SEJ1,FR0000073272,FR,DE,EUR,N
SANp,FR0000120578,FR,GB,EUR,N
ALV,DE0008404005,DE,DE,EUR,N
ORp,FR0000120321,FR,GB,EUR,N
8TI,NL00150001Q9,IT,DE,EUR,N
AI,FR0000120073,FR,CH,CHF,N
BNP,FR0000131104,FR,DE,EUR,N
OR,FR0000120321,FR,RO,RON,Y
0P6O,DE0007664039,DE,GB,EUR,N
EIPAF,IT0003132476,IT,US,USD,N
ITX,ES0148396007,ES,ES,EUR,Y
ALV,DE0008404005,DE,DE,EUR,N
KER,FR0000121485,FR,CH,CHF,N
KERp,FR0000121485,FR,GB,EUR,N
IBE1,ES0144580Y14,ES,DE,EUR,N
DAId,DE0007100000,DE,GB,EUR,N
0H3Q,DE0005552004,DE,GB,EUR,Y
SAP,DE0007164600,DE,DE,EUR,N
DTE,DE0005557508,DE,DE,EUR,N
ADSd,DE000A1EWWW0,DE,GB,EUR,N
SND,FR0000121972,FR,DE,EUR,N
SNW,FR0000120578,FR,DE,EUR,N
VWPRV,DE0007664039,DE,LU,EUR,N
0M6S,DE0008404005,DE,GB,EUR,N
MOH,FR0000121014,FR,DE,EUR,N
ORp,FR0000120321,FR,NL,EUR,N
DTE,DE0005557508,DE,RO,RON,N
MC,FR0000121014,FR,CH,CHF,N
0HAU,FR0000121014,FR,GB,EUR,N
ASML,NL0010273215,NL,NL,EUR,N
ALV,DE0008404005,DE,DE,EUR,N
SANTANDER,ES0113900J37,ES,HU,HUF,N
0LNG,NL0000009538,NL,GB,EUR,N
ORp,FR0000120321,FR,GB,EUR,N
BOY,ES0113211835,ES,DE,EUR,N
RMSp,FR0000052292,FR,,EUR,N
IXD1,ES0148396007,ES,DE,EUR,Y
AIR,NL0000235190,FR,DE,EUR,N
BAYN,DE000BAY0017,DE,CH,CHF,N
ENL,IT0003128367,IT,DE,EUR,N
ENI,IT0003132476,IT,BE,EUR,N
ORp,FR0000120321,FR,DE,EUR,N
AIR,NL0000235190,FR,CH,CHF,Y
STLA,NL00150001Q9,IT,US,USD,N
PPRUF,FR0000121485,FR,US,USD,Y
AHOG,NL0011794037,NL,DE,EUR,N
PHIA,NL0000009538,NL,NL,EUR,N
0HB5,FR0000131104,FR,GB,EUR,Y
ISPm,IT0000072618,IT,GB,EUR,N
ABIb,BE0974293251,BE,GB,EUR,N
ALV,DE0008404005,DE,DE,EUR,N
DB1,DE0005810055,DE,DE,EUR,N
AHOG,NL0011794037,NL,DE,EUR,N
STLA,NL00150001Q9,IT,US,USD,N
ENI,IT0003132476,IT,CH,CHF,Y
0KFE,DE0008430026,DE,GB,EUR,N
PPB,IE00BWT6H894,GB,DE,EUR,N
VNA,DE000A1ML7J1,DE,DE,EUR,N
BAS,DE000BASF111,DE,DE,EUR,N
IBDSF,ES0144580Y14,ES,US,USD,N
ADSd,DE000A1EWWW0,DE,DE,EUR,N
STLA,NL00150001Q9,IT,IT,EUR,N
CSp,FR0000120628,FR,NL,EUR,N
STDD,ES0113900J37,ES,AR,USD,Y
ADDDF,DE000A1EWWW0,DE,US,USD,Y
SAFRF,FR0000073272,FR,US,USD,Y
AIL,FR0000120073,FR,DE,EUR,N
BOY,ES0113211835,ES,DE,EUR,N
BSN,FR0000120644,FR,DE,EUR,N
AXA,FR0000120628,FR,DE,EUR,N
SANe,ES0113900J37,ES,GB,EUR,N
0HV2,FR0000052292,FR,GB,EUR,N
AIp,FR0000120073,FR,GB,EUR,N
FLTRl,IE00BWT6H894,GB,GB,GBP,N
IXD1,ES0148396007,ES,DE,EUR,N
PHIAa,NL0000009538,NL,GB,EUR,N
BNPp,FR0000131104,FR,,EUR,N
IFX,DE0006231004,DE,CH,CHF,N
AIR,NL0000235190,FR,DE,EUR,N
0HAT,FR0000120693,FR,GB,EUR,Y
0NZM,FR0000120321,FR,GB,EUR,Y
SANe,ES0113900J37,ES,DE,EUR,N
RMSp,FR0000052292,FR,DE,EUR,N
ESL,FR0000121667,FR,DE,EUR,Y
BMW,DE0005190003,DE,DE,EUR,N
CRH,IE0001827041,GB,GB,GBP,N
AIp,FR0000120073,FR,GB,EUR,N
GPDNF,FR0000120644,FR,US,USD,N
KNEBVh,FI0009013403,FI,GB,EUR,N
0KED,DE0006231004,DE,GB,EUR,Y
STLA,NL00150001Q9,IT,US,USD,N
RI,FR0000120693,FR,CH,CHF,N
HMI,FR0000052292,FR,DE,EUR,N
IFXz,DE0006231004,DE,,CHF,N
STLA,NL00150001Q9,IT,US,USD,N
ADa,NL0011794037,NL,GB,EUR,N
1NBA,BE0974293251,BE,DE,EUR,Y
ALV,DE0008404005,DE,IT,EUR,N
0HIT,ES0144580Y14,ES,GB,EUR,Y
IDEXF,ES0148396007,ES,US,USD,Y
0RIC,NL0011821202,NL,GB,EUR,Y
DPW,DE0005552004,DE,CH,CHF,Y
AIR,NL0000235190,FR,DE,EUR,N
ENId,IT0003132476,IT,GB,EUR,N
BAYNd,DE000BAY0017,DE,,EUR,N
DB1d,DE0005810055,DE,GB,EUR,N
INGAa,NL0011821202,NL,GB,EUR,N
SAP,DE0007164600,DE,RO,RON,Y
BNp,FR0000120644,FR,GB,EUR,N
SNE,FR0000121972,FR,CH,CHF,N
ALVd,DE0008404005,DE,GB,EUR,N
OR,FR0000120321,FR,CH,CHF,N
FLTRl,IE00BWT6H894,GB,DE,GBP,N
BUDFF,BE0974293251,BE,US,USD,Y
ALVd,DE0008404005,DE,DE,EUR,N
IBE1,ES0144580Y14,ES,DE,EUR,N
SUp,FR0000121972,FR,,EUR,N
EIPAF,IT0003132476,IT,US,USD,Y
SUp,FR0000121972,FR,GB,EUR,N
BNPp,FR0000131104,FR,NL,EUR,N
MUV2d,DE0008430026,DE,GB,EUR,N
MUV2,DE0008430026,DE,DE,EUR,N
PHI,NL0000009538,NL,CH,CHF,Y
AXA,FR0000120628,FR,DE,EUR,N
KERp,FR0000121485,FR,GB,EUR,N
DTE,DE0005557508,DE,DE,EUR,N
AI,FR0000120073,FR,FR,EUR,N
VOW3,DE0007664039,DE,CH,CHF,N
SND,FR0000121972,FR,DE,EUR,N
ASME,NL0010273215,NL,DE,EUR,N
ORp,FR0000120321,FR,,EUR,N
SIEd,DE0007236101,DE,GB,EUR,N
AXA,FR0000120628,FR,DE,EUR,N
SNW,FR0000120578,FR,DE,EUR,N
DTE,DE0005557508,DE,RO,RON,Y
VWVz,DE0007664039,DE,GB,CHF,N
ALVd,DE0008404005,DE,GB,EUR,N
MBG,DE0007100000,DE,DE,EUR,N
DTE,DE0005557508,DE,DE,EUR,Y
BASF,DE000BASF111,DE,IT,EUR,N
ITX,ES0148396007,ES,CH,CHF,Y
ADS,DE000A1EWWW0,DE,CH,CHF,Y
TTEp,FR0000120271,FR,GB,EUR,N
IBE,ES0144580Y14,ES,ES,EUR,N
IFXd,DE0006231004,DE,GB,EUR,N
SANF,FR0000120578,FR,IT,EUR,N
CRHCF,IE0001827041,IE,US,USD,Y
ANHn,BE0974293251,BE,,ZAR,N
CRG,IE0001827041,GB,DE,EUR,N
BAYZF,DE000BAY0017,DE,US,USD,Y
BNP,FR0000131104,FR,IT,EUR,N
BNP,FR0000131104,FR,DE,EUR,Y
RIp,FR0000120693,FR,GB,EUR,N
CS,FR0000120628,FR,FR,EUR,N
AXA,FR0000120628,FR,IT,EUR,N
AXA,FR0000120628,FR,IT,EUR,N
RIp,FR0000120693,FR,GB,EUR,N
SND,FR0000121972,FR,DE,EUR,Y
DB1,DE0005810055,DE,IT,EUR,N
ASML,NL0010273215,NL,IT,EUR,N
AIR,NL0000235190,FR,IT,EUR,N
SU,FR0000121972,FR,IT,EUR,N
EL,FR0000121667,FR,IT,EUR,N
SAF,FR0000073272,FR,IT,EUR,N
VOW3,DE0007664039,DE,IT,EUR,N
DG,FR0000125486,FR,IT,EUR,N
DPW,DE0005552004,DE,IT,EUR,N
IFX,DE0006231004,DE,IT,EUR,N
BMWd,DE0005190003,DE,,EUR,N
SIEd,DE0007236101,DE,GB,EUR,N
SIN,DE0007236101,DE,CH,CHF,Y
ADS,DE000A1EWWW0,DE,CH,CHF,N
ASMLa,NL0010273215,NL,NL,EUR,N
SEJ1,FR0000073272,FR,DE,EUR,N
CRG,IE0001827041,GB,DE,EUR,N
ADSd,DE000A1EWWW0,DE,GB,EUR,N
IFX,DE0006231004,DE,DE,EUR,N
0RI8,NL0011794037,NL,GB,EUR,Y
0P6M,DE0007236101,DE,GB,EUR,N
DAI,DE0007100000,DE,CH,EUR,N
IFX,DE0006231004,DE,CH,EUR,Y
DTE,DE0005557508,DE,CH,EUR,N
MUV2,DE0008430026,DE,CH,EUR,Y
VOW3,DE0007664039,DE,DE,EUR,N
DPW,DE0005552004,DE,CH,CHF,N
SANp,FR0000120578,FR,GB,EUR,N
VNA,DE000A1ML7J1,DE,IT,EUR,N
ADS,DE000A1EWWW0,DE,IT,EUR,N
ASMLa,NL0010273215,NL,GB,EUR,N
ALV,DE0008404005,DE,CH,EUR,Y
MBG,DE0007100000,DE,CH,EUR,Y
ADS,DE000A1EWWW0,DE,CH,EUR,Y
DB1,DE0005810055,DE,CH,EUR,N
DPW,DE0005552004,DE,CH,EUR,N
SIN,DE0007236101,DE,CH,EUR,Y
SAP,DE0007164600,DE,CH,EUR,N
SAP,DE0007164600,DE,CH,EUR,Y
SIN,DE0007236101,DE,CH,EUR,N
DTE,DE0005557508,DE,CH,EUR,Y
ALV,DE0008404005,DE,CH,EUR,N
DB1,DE0005810055,DE,DE,EUR,N
BAYN,DE000BAY0017,DE,CH,EUR,N
BAYN,DE000BAY0017,DE,CH,EUR,Y
8TI,NL00150001Q9,IT,DE,EUR,N
SAPGFn,DE0007164600,DE,,USD,N
ENIm,IT0003132476,IT,DE,EUR,N
BMW,DE0005190003,DE,CH,EUR,Y
ADS,DE000A1EWWW0,DE,CH,EUR,N
MUV2,DE0008430026,DE,CH,EUR,N
ADS,DE000A1EWWW0,DE,DE,EUR,N
8TI,NL00150001Q9,IT,DE,EUR,N
IXD1,ES0148396007,ES,DE,EUR,N
MUV2,DE0008430026,DE,DE,EUR,N
DTEd,DE0005557508,DE,,EUR,N
DGp,FR0000125486,FR,,EUR,N
DTE,DE0005557508,DE,DE,EUR,N
DPW,DE0005552004,DE,CH,CHF,N
BMW,DE0005190003,DE,CH,EUR,N
SIE,DE0007236101,DE,DE,EUR,N
INGA,NL0011821202,NL,NL,EUR,N
DPW,DE0005552004,DE,CH,EUR,Y
DB1,DE0005810055,DE,CH,EUR,Y
IFX,DE0006231004,DE,CH,EUR,N
SUp,FR0000121972,FR,GB,EUR,N
TTE,FR0000120271,FR,GB,EUR,N
DTE,DE0005557508,DE,DE,EUR,N
RMSp,FR0000052292,FR,GB,EUR,N
INGAa,NL0011821202,NL,DE,EUR,N
BMW,DE0005190003,DE,DE,EUR,N
ORp,FR0000120321,FR,GB,EUR,N
AIR,NL0000235190,FR,DE,EUR,Y
MCp,FR0000121014,FR,GB,EUR,N
STLAm,NL00150001Q9,IT,DE,EUR,N
AXA,FR0000120628,FR,DE,EUR,N
ENL,IT0003128367,IT,DE,EUR,Y
0MPH,DE0005557508,DE,GB,EUR,N
BN,FR0000120644,FR,RO,RON,Y
DAI,DE0007100000,DE,RO,RON,N
DGp,FR0000125486,FR,NL,EUR,N
SNYNFn,FR0000120578,FR,,USD,N
DPW,DE0005552004,DE,DE,EUR,N
BMW,DE0005190003,DE,DE,EUR,N
0H3T,DE0005810055,DE,GB,EUR,Y
DTE,DE0005557508,DE,CH,CHF,Y
IBDSF,ES0144580Y14,ES,US,USD,Y
DG,FR0000125486,FR,CH,CHF,N
AHO,NL0011794037,NL,CH,CHF,Y
MCp,FR0000121014,FR,GB,EUR,N
INGA,NL0011821202,NL,NL,EUR,N
ADSd,DE000A1EWWW0,DE,GB,EUR,N
PHIAa,NL0000009538,NL,GB,EUR,N
SAN,FR0000120578,FR,CH,CHF,Y
SU,FR0000121972,FR,IT,EUR,N
EL,FR0000121667,FR,IT,EUR,N
LOR,FR0000120321,FR,DE,EUR,N
IFX,DE0006231004,DE,IT,EUR,N
PDYPF,IE00BWT6H894,GB,US,USD,N
KC4,FI0009013403,FI,DE,EUR,N
DB1,DE0005810055,DE,DE,EUR,Y
VNA,DE000A1ML7J1,DE,IT,EUR,N
ASME,NL0010273215,NL,DE,EUR,N
ENELm,IT0003128367,IT,GB,EUR,N
INGA,NL0011821202,NL,IT,EUR,N
MUV2d,DE0008430026,DE,,EUR,N
AIR,NL0000235190,FR,IT,EUR,N
VOW3,DE0007664039,DE,IT,EUR,N
SAF,FR0000073272,FR,IT,EUR,N
BSN,FR0000120644,FR,DE,EUR,N
SQU,FR0000125486,FR,DE,EUR,N
DPW,DE0005552004,DE,IT,EUR,N
BAYZF,DE000BAY0017,DE,US,USD,N
ENI,IT0003132476,IT,DE,EUR,N
VOW3,DE0007664039,DE,DE,EUR,N
AIp,FR0000120073,FR,GB,EUR,N
VNA,DE000A1ML7J1,DE,CH,CHF,N
MUV2,DE0008430026,DE,CH,CHF,Y
BAYNd,DE000BAY0017,DE,GB,EUR,N
SANTu,ES0113900J37,ES,,EUR,N
BOY,ES0113211835,ES,DE,EUR,N
ADDDF,DE000A1EWWW0,DE,US,USD,N
RI,FR0000120693,FR,CH,CHF,Y
8TI,NL00150001Q9,IT,DE,EUR,N
MBG,DE0007100000,DE,DE,EUR,N
CRGi,IE0001827041,GB,GB,EUR,N
BNPp,FR0000131104,FR,DE,EUR,N
SANp,FR0000120578,FR,DE,EUR,N
ADS,DE000A1EWWW0,DE,DE,EUR,Y
KNEBV,FI0009013403,FI,FI,EUR,N
ENId,IT0003132476,IT,GB,EUR,N
SAN1,ES0113900J37,ES,CH,CHF,Y
EADSFn,NL0000235190,FR,,USD,N
ADa,NL0011794037,NL,GB,EUR,N
SUp,FR0000121972,FR,NL,EUR,N
ADDDFn,DE000A1EWWW0,DE,,USD,N
PHIA,NL0000009538,NL,IT,EUR,N
BSD2,ES0113900J37,ES,CH,CHF,N
BAYe,DE000BAY0017,DE,GB,EUR,N
SEJ1,FR0000073272,FR,DE,EUR,N
ADS,DE000A1EWWW0,DE,DE,EUR,N
0LNG,NL0000009538,NL,GB,EUR,Y
ENELm,IT0003128367,IT,DE,EUR,N
MUV2d,DE0008430026,DE,DE,EUR,N
SUp,FR0000121972,FR,GB,EUR,N
AHBIFn,BE0974293251,BE,,USD,N
AIQUF,FR0000120073,FR,US,USD,Y
BNPp,FR0000131104,FR,GB,EUR,N
